state/ut,PC,candidate_name,party,evm_votes,postal_votes,total_votes,percent_votes,rank,Status
Maharashtra,Nashik,Vilas Madhukar Desale (Patil),Independent,3826,0,3826,0.34,9,Lost
Maharashtra,Nashik,Priyanka Ramrao Shirole,Independent,2197,9,2206,0.2,10,Lost
Maharashtra,Nashik,Dhananjay Anil Bhawsar,Independent,1883,2,1885,0.17,11,Lost
Maharashtra,Nashik,Sudhir Shridhar Deshmukh,Independent,1881,0,1881,0.17,12,Lost
Maharashtra,Nashik,Kedar Sindhubai Ravindra,Independent,1734,2,1736,0.15,13,Lost
Maharashtra,Nashik,Aher Sharad Keru,Independent,1386,1,1387,0.12,14,Lost
Maharashtra,Nashik,Vinod Vasant Shirsath,Hindustan Janta Party,1351,11,1362,0.12,15,Lost
Maharashtra,Nashik,Kanoje Prakash Giridhar,Independent,921,1,922,0.08,16,Lost
Maharashtra,Nashik,Sanjay Sukhdev Ghodke,Bahujan Republican  Socialist Party,899,0,899,0.08,17,Lost
Maharashtra,Nashik,Shivnath Vithoba Kasar,Bahujan Mukti Party,865,1,866,0.08,18,Lost
Maharashtra,Nashik,Sharad Damu Dhanrao,Independent,835,0,835,0.07,19,Lost
Maharashtra,Osmanabad,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Shivsena,591605,5035,596640,49.52,1,Won
Maharashtra,Osmanabad,Ranajagjitsinha Padmasinha Patil,Nationalist Congress Party,464747,4327,469074,38.94,2,Lost
Maharashtra,Osmanabad,Arjun (Dada) Salgar,Vanchit Bahujan Aaghadi,98108,471,98579,8.18,3,Lost
Maharashtra,Osmanabad,NOTA,None of the Above,9986,38,10024,0.83,4,Lost
Maharashtra,Osmanabad,Gore Netaji Nagnathrao,Independent,6672,7,6679,0.55,5,Lost
Maharashtra,Osmanabad,Dr. Shivaji Pandharinath Oman,Bahujan Samaj Party,5903,38,5941,0.49,6,Lost
Maharashtra,Osmanabad,Sayyad Sultan Ladkhan,Independent,3452,2,3454,0.29,7,Lost
Maharashtra,Osmanabad,Jagannath Nivrutti Munde,Independent,2587,5,2592,0.22,8,Lost
Maharashtra,Osmanabad,Shankar Pandurang Gaikwad,Independent,2066,3,2069,0.17,9,Lost
Maharashtra,Osmanabad,Dr. Vasant Raghunath Munde,Independent,1929,1,1930,0.16,10,Lost
Maharashtra,Osmanabad,Annasaheb Ramchandra Rathod,BhartiyaBahujanKranti Dal,1882,19,1901,0.16,11,Lost
Maharashtra,Osmanabad,Tukaram Dasrao Gangawane,Independent,1716,1,1717,0.14,12,Lost
Maharashtra,Osmanabad,Deepak Mahadav Tate,Bhapase Party,1428,6,1434,0.12,13,Lost
Maharashtra,Osmanabad,Aryanraje Kisanrao Shinde,Independent,1372,2,1374,0.11,14,Lost
Maharashtra,Osmanabad,Phulsure Vishwanath Sadashiv,Kranti Kari Jai Hind Sena,1315,7,1322,0.11,15,Lost
Maharashtra,Palghar,Rajendra Dhedya Gavit,Shivsena,579989,490,580479,48.3,1,Won
Maharashtra,Palghar,Baliram Sukur Jadhav,Bahujan Vikas Aaghadi,491391,205,491596,40.9,2,Lost
Maharashtra,Palghar,NOTA,None of the Above,29463,16,29479,2.45,3,Lost
Maharashtra,Palghar,Dattaram Jayram Karbat,Independent,13921,11,13932,1.16,4,Lost
Maharashtra,Palghar,Suresh Arjun Padavi,Vanchit Bahujan Aaghadi,13715,13,13728,1.14,5,Lost
Maharashtra,Palghar,Sanjay Laxman Tambda,Bahujan Samaj Party,13439,7,13446,1.12,6,Lost
Maharashtra,Palghar,Comrad Shankar Badade,Marxist Leninist Party of India (Red Flag),11917,1,11918,0.99,7,Lost
Maharashtra,Palghar,Raju Damu Lade,Independent,10217,1,10218,0.85,8,Lost
Maharashtra,Palghar,Vishnu Kakadya Padavi,Independent,9902,2,9904,0.82,9,Lost
Maharashtra,Palghar,Devram Zipar Kurkute,Ambedkarite Party of India,8209,4,8213,0.68,10,Lost
Maharashtra,Palghar,Swapnil Mahadev Koli,Independent,7539,0,7539,0.63,11,Lost
Maharashtra,Palghar,Sanjay Rama Kohkera,Bahujan Mukti Party,6180,5,6185,0.51,12,Lost
Maharashtra,Palghar,Bhondave Tai Maruti,Independent,5304,0,5304,0.44,13,Lost
Maharashtra,Parbhani,JADHAV SANJAY (BANDU) HARIBHAU,Shivsena,538214,727,538941,43.02,1,Won
Maharashtra,Parbhani,RAJESH UTTAMRAO VITEKAR,Nationalist Congress Party,496372,370,496742,39.65,2,Lost
Maharashtra,Parbhani,ALAMGIR MOHD. KHAN,Vanchit Bahujan Aaghadi,149834,112,149946,11.97,3,Lost
Maharashtra,Parbhani,COM. RAJAN KSHIRSAGAR,Communist Party of India,17085,10,17095,1.36,4,Lost
Maharashtra,Parbhani,SANGITA KALYANRAO NIRMAL,Independent,6653,2,6655,0.53,5,Lost
Maharashtra,Parbhani,BOBADE SAKHARAM GYANBA,Independent,6183,2,6185,0.49,6,Lost
Maharashtra,Parbhani,SHAIKH SALIM SHAIKH IBRAHIM,Bahujan Maha Party,6127,1,6128,0.49,7,Lost
Maharashtra,Parbhani,DR.VAIJNATH SITARAM PHAD,Bahujan Samaj Party,5636,17,5653,0.45,8,Lost
Maharashtra,Parbhani,NOTA,None of the Above,4537,13,4550,0.36,9,Lost
Maharashtra,Parbhani,GOVIND (BHAIYA) RAMRAO DESHMUKH PEDGAONKAR,Independent,4045,2,4047,0.32,10,Lost
Maharashtra,Parbhani,KISHOR BABURAO MUNNEMANIK,Independent,2909,0,2909,0.23,11,Lost
Maharashtra,Parbhani,DR. APPASAHEB ONKAR KADAM,Swatantra Bharat Paksha,2771,4,2775,0.22,12,Lost
Maharashtra,Parbhani,UTTAMRAO PANDURANGRAO RATHOD,Bahujan Mukti Party,2388,4,2392,0.19,13,Lost
Maharashtra,Parbhani,SANTOSH GOVIND RATHOD,BhartiyaBahujanKranti Dal,2008,1,2009,0.16,14,Lost
Maharashtra,Parbhani,HARISHCHANDRA DATTU PATIL,Sangharsh Sena,1987,0,1987,0.16,15,Lost
Maharashtra,Parbhani,KISHOR NAMDEV GAWARE,Bharatiya Praja Surajya Paksha,1666,2,1668,0.13,16,Lost
Maharashtra,Parbhani,ADV. YASHWANT RAMBHAU KASBE,Bahujan Republican  Socialist Party,1625,2,1627,0.13,17,Lost
Maharashtra,Parbhani,SUBHASH ASHOKRAO AMBHORE (DUDHAGAONKAR),Ambedkar National Congress,1471,2,1473,0.12,18,Lost
Maharashtra,Pune,Girish Bhalchandra Bapat,Bharatiya Janata Party,631875,960,632835,61.13,1,Won
Maharashtra,Pune,Mohan Joshi,Indian National Congress,307870,337,308207,29.77,2,Lost
Maharashtra,Pune,Anil Narayan Jadhav,Vanchit Bahujan Aaghadi,64734,59,64793,6.26,3,Lost
Maharashtra,Pune,NOTA,None of the Above,10972,29,11001,1.06,4,Lost
Maharashtra,Pune,Uttam Pandurang Shinde,Bahujan Samaj Party,4779,13,4792,0.46,5,Lost
Maharashtra,Pune,Anand Prakash Vanjape,Independent,1343,0,1343,0.13,6,Lost
Maharashtra,Pune,Suhas Popat Gajarmal,Rashtriya Janshakti Party (Secular),1117,0,1117,0.11,7,Lost
Maharashtra,Pune,Amol Jayraj Shinde,Hum Bhartiya Party,956,3,959,0.09,8,Lost
Maharashtra,Pune,Rajesh Surendrakumar Agarwal,Hamari Apni Party,847,0,847,0.08,9,Lost
Maharashtra,Pune,Balasaheb Misal Patil,Bahujan Mukti Party,779,1,780,0.08,10,Lost
Maharashtra,Pune,Johnson Vasant Kolhapure,Independent,647,0,647,0.06,11,Lost
Maharashtra,Pune,Amol Alias Yabes S. Tujare,Independent,624,0,624,0.06,12,Lost
Maharashtra,Pune,Sayyad Raj Faiyaz,Bhartiya Kisan Party,601,0,601,0.06,13,Lost
Maharashtra,Pune,Jafar Khursid Choudhari,Independent,554,0,554,0.05,14,Lost
Maharashtra,Pune,Adv. Ramesh Devaram Dharmavat,People‰Ûªs Union Party,546,1,547,0.05,15,Lost
Maharashtra,Pune,Adv. Kumar Devba Kalel Patil,Independent,524,1,525,0.05,16,Lost
Maharashtra,Pune,Sim Khirid,Bahujan Maha Party,485,2,487,0.05,17,Lost
Maharashtra,Pune,Adv. Mahesh Gajendragadkar,Swarna Bharat Party,445,1,446,0.04,18,Lost
Maharashtra,Pune,Kshirsagar Kanchan Devdas,Independent,441,0,441,0.04,19,Lost
Maharashtra,Pune,Rahul Vishwas Joshi,Independent,425,1,426,0.04,20,Lost
Maharashtra,Pune,Prof. Nalawade Hanmant Mahadeo,Ambedkarite Party of India,383,0,383,0.04,21,Lost
Maharashtra,Pune,Chincholikar Jayant Eknath,Bahujan Republican  Socialist Party,343,0,343,0.03,22,Lost
Maharashtra,Pune,Javed Shabbir Sayyed,Independent,339,0,339,0.03,23,Lost
Maharashtra,Pune,Krupal Paluskar,Prabuddha Republican Party,333,0,333,0.03,24,Lost
Maharashtra,Pune,Sanjay Baburao Jadhav,Independent,308,1,309,0.03,25,Lost
Maharashtra,Pune,Znyosho Vijayprakash,Independent,298,0,298,0.03,26,Lost
Maharashtra,Pune,Hemant Baburao Kolekar Patil Alias Hemant Patil,Independent,264,1,265,0.03,27,Lost
Maharashtra,Pune,Vijay Laxaman Saroade,Independent,230,0,230,0.02,28,Lost
Maharashtra,Pune,Nikhil Umesh Zingade,Bharatiya Praja Surajya Paksha,225,0,225,0.02,29,Lost
Maharashtra,Pune,Rakesh Prabhakar Chavan,Independent,207,0,207,0.02,30,Lost
Maharashtra,Pune,Ravindra Bansiram Mahapure,Independent,170,1,171,0.02,31,Lost
Maharashtra,Pune,Sawant Chandrakant Parmeshwar,Independent,160,1,161,0.02,32,Lost
Maharashtra,Raigad,Tatkare Sunil Dattatray,Nationalist Congress Party,484563,2405,486968,47.49,1,Won
Maharashtra,Raigad,Anant Geete,Shivsena,452942,2588,455530,44.42,2,Lost
Maharashtra,Raigad,Suman Bhaskar Koli,Vanchit Bahujan Aaghadi,23042,154,23196,2.26,3,Lost
Maharashtra,Raigad,Subhash Janardan Patil,Independent,12264,1,12265,1.2,4,Lost
Maharashtra,Raigad,NOTA,None of the Above,11435,55,11490,1.12,5,Lost
Maharashtra,Raigad,Sunil Sakharam Tatkare,Independent,9746,6,9752,0.95,6,Lost
Maharashtra,Raigad,Milind B. Salvi,Bahujan Samaj Party,6333,23,6356,0.62,7,Lost
Maharashtra,Raigad,Avinash Vasant Patil,Independent,4686,3,4689,0.46,8,Lost
Maharashtra,Raigad,Sunil Pandurang Tatkare,Independent,4120,6,4126,0.4,9,Lost
Maharashtra,Raigad,Gajendra Parshuram Turbadkar,Kranti Kari Jai Hind Sena,2187,5,2192,0.21,10,Lost
Maharashtra,Raigad,Sandip Pandurang Parte,Bahujan Maha Party,1481,1,1482,0.14,11,Lost
Maharashtra,Raigad,Yogesh Kadam,Independent,1470,6,1476,0.14,12,Lost
Maharashtra,Raigad,Nathuram Hate,Bahujan Mukti Party,1417,24,1441,0.14,13,Lost
Maharashtra,Raigad,Ghag Sanjay Arjun,Independent,1416,1,1417,0.14,14,Lost
Maharashtra,Raigad,Munafar Jainubhidin Choudhary,Independent,1211,4,1215,0.12,15,Lost
Maharashtra,Raigad,Madhukar Mahadev Khamkar,Independent,1049,0,1049,0.1,16,Lost
Maharashtra,Raigad,Prakash Sakharam Kalke,Bhartiya Kisan Party,807,16,823,0.08,17,Lost
Maharashtra,Ramtek,Krupal Balaji Tumane,Shivsena,594827,2299,597126,49.9,1,Won
Maharashtra,Ramtek,Kishore Uttamrao Gajbhiye,Indian National Congress,468738,1605,470343,39.3,2,Lost
Maharashtra,Ramtek,Subhash Dharamdas Gajbhiye,Bahujan Samaj Party,44242,85,44327,3.7,3,Lost
Maharashtra,Ramtek,Kiran Premkumar Rodge (Patankar),Vanchit Bahujan Aaghadi,36218,122,36340,3.04,4,Lost
Maharashtra,Ramtek,NOTA,None of the Above,11800,120,11920,1,5,Lost
Maharashtra,Ramtek,Archana Chandrakumar Ukey,Rashtriya Jansambhavna Party,8698,16,8714,0.73,6,Lost
