state/ut,PC,candidate_name,party,evm_votes,postal_votes,total_votes,percent_votes,rank,Status
Gujarat,Porbandar,UNADKAT PRAKASHBHAI VALLABHDAS,Independent,604,1,605,0.06,18,Lost
Gujarat,Rajkot,KUNDARIA MOHANBHAI KALYANJIBHAI,Bharatiya Janata Party,755296,3349,758645,63.47,1,Won
Gujarat,Rajkot,KAGATHARA LALITBHAI,Indian National Congress,388405,1833,390238,32.65,2,Lost
Gujarat,Rajkot,NOTA,None of the Above,18080,238,18318,1.53,3,Lost
Gujarat,Rajkot,VIJAY PARMAR,Bahujan Samaj Party,15288,100,15388,1.29,4,Lost
Gujarat,Rajkot,RAKESH PATEL,Independent,4237,6,4243,0.35,5,Lost
Gujarat,Rajkot,DENGADA PRAVINBHAI MEGHJIBHAI,Independent,2164,2,2166,0.18,6,Lost
Gujarat,Rajkot,JASPALSINH MAHAVEERSINH TOMAR,Independent,1587,9,1596,0.13,7,Lost
Gujarat,Rajkot,AMARDAS B. DESANI,Independent,1383,9,1392,0.12,8,Lost
Gujarat,Rajkot,CHITRODA NATHALAL (CHITRODA SIR),Independent,1164,5,1169,0.1,9,Lost
Gujarat,Rajkot,CHAUHAN MANOJBHAI PRAVINBHAI,Independent,1140,6,1146,0.1,10,Lost
Gujarat,Rajkot,J. B. CHAUHAN,Independent,968,2,970,0.08,11,Lost
Gujarat,Sabarkantha,RATHOD DIPSINH SHANKARSINH,Bharatiya Janata Party,696498,5486,701984,57.62,1,Won
Gujarat,Sabarkantha,THAKOR RAJENDRASINH SHIVSINH,Indian National Congress,428836,4161,432997,35.54,2,Lost
Gujarat,Sabarkantha,RAVAL RAJUBHAI PUNJABHAI,Independent,17154,21,17175,1.41,3,Lost
Gujarat,Sabarkantha,PATHAN AAIYUBKHAN AJABKHAN,Independent,9174,3,9177,0.75,4,Lost
Gujarat,Sabarkantha,VINODBHAI JETHABHAI MESARIYA,Bahujan Samaj Party,7798,114,7912,0.65,5,Lost
Gujarat,Sabarkantha,LATA BABUBHAI NATHAJI,Independent,7747,30,7777,0.64,6,Lost
Gujarat,Sabarkantha,NOTA,None of the Above,6031,72,6103,0.5,7,Lost
Gujarat,Sabarkantha,LUHAR HAFIJHUSEN HAJINURMAHMAD,Independent,5829,6,5835,0.48,8,Lost
Gujarat,Sabarkantha,PATEL KESHAVLAL GANGARAMBHAI,Independent,4924,5,4929,0.4,9,Lost
Gujarat,Sabarkantha,KHARADI DHARMENDRASINGH SAMSUBHAI,Bhartiya Tribal Party,2687,146,2833,0.23,10,Lost
Gujarat,Sabarkantha,PATEL KIRITKUMAR BABARBHAI,Independent,2722,5,2727,0.22,11,Lost
Gujarat,Sabarkantha,SANGHANI MUSTAKBHAI JAMALBHAI,Independent,2659,2,2661,0.22,12,Lost
Gujarat,Sabarkantha,SOLANKI MAGANBHAI LAKHABHAI,Independent,2410,12,2422,0.2,13,Lost
Gujarat,Sabarkantha,PATEL JAYANTIBHAI SHAMJIBHAI,Hindusthan Nirman Dal,2231,16,2247,0.18,14,Lost
Gujarat,Sabarkantha,VIKRAMBHAI BAHECHARBHAI MAKWANA,Garvi Gujarat Party,2170,19,2189,0.18,15,Lost
Gujarat,Sabarkantha,JADEJA INDRAVIJAYSINH KALYANSINH,Yuva Jan Jagriti Party,1897,23,1920,0.16,16,Lost
Gujarat,Sabarkantha,ZALA DALPATSINH MOTISINH,Independent,1877,7,1884,0.15,17,Lost
Gujarat,Sabarkantha,KALABHAI BABABHAI PARMAR,Independent,1500,10,1510,0.12,18,Lost
Gujarat,Sabarkantha,NARESHKUMAR RAMESHBHAI PATEL,Bharatiya National Janta Dal,1437,10,1447,0.12,19,Lost
Gujarat,Sabarkantha,LAXMISHANKAR MADHUSUDAN JOSHI,Jan Satya Path Party,1320,15,1335,0.11,20,Lost
Gujarat,Sabarkantha,MAYURSINH VANRAJSINH ZALA,Rashtra Vikas Zumbes Party,1268,22,1290,0.11,21,Lost
Gujarat,Surat,Darshana Vikram Jardosh,Bharatiya Janata Party,794133,1518,795651,74.47,1,Won
Gujarat,Surat,Ashok Patel (Adhevada),Indian National Congress,246978,443,247421,23.16,2,Lost
Gujarat,Surat,NOTA,None of the Above,10464,68,10532,0.99,3,Lost
Gujarat,Surat,Adv. Vijay Shenmare,Communist Party of India,5732,3,5735,0.54,4,Lost
Gujarat,Surat,Surwade Santosh Avdhut (Gabbar),Independent,2348,0,2348,0.22,5,Lost
Gujarat,Surat,Rameshbhai P. Baraiya (Pati),Independent,1056,1,1057,0.1,6,Lost
Gujarat,Surat,Mahyavanshi Natvarbhai Dahyabhai,Independent,1015,5,1020,0.1,7,Lost
Gujarat,Surat,Dinesh Jikadra Prajapati,Independent,1004,9,1013,0.09,8,Lost
Gujarat,Surat,Shri. Gautamraj Hindustani,Yuva Sarkar,721,1,722,0.07,9,Lost
Gujarat,Surat,Dipak Gangani,Independent,716,1,717,0.07,10,Lost
Gujarat,Surat,Captain Rita Maa,Pyramid Party of India,642,1,643,0.06,11,Lost
Gujarat,Surat,Jogiya Amisha Vikrambhai,Sanyukt Vikas Party,606,1,607,0.06,12,Lost
Gujarat,Surat,Dhameliya Piyush Vallabhbhai (R.D.P),Real Democracy Party,532,0,532,0.05,13,Lost
Gujarat,Surat,Tulsibhai Laxmanbhai Dakhara,Independent,412,2,414,0.04,14,Lost
Gujarat,Surendranagar,Dr. MUNJAPARA MAHENDRABHAI,Bharatiya Janata Party,626957,4887,631844,58.63,1,Won
Gujarat,Surendranagar,KOLI PATEL SOMABHAI GANDALAL,Indian National Congress,351610,2797,354407,32.88,2,Lost
Gujarat,Surendranagar,ADVOCATE SHAILESH N. SOLANKI,Bahujan Samaj Party,12662,198,12860,1.19,3,Lost
Gujarat,Surendranagar,DOST MER,Independent,11097,6,11103,1.03,4,Lost
Gujarat,Surendranagar,NOTA,None of the Above,8510,277,8787,0.82,5,Lost
Gujarat,Surendranagar,PARMAR GHOGHAJIBHAI KANJIBHAI,Nationalist Congress Party,8151,113,8264,0.77,6,Lost
Gujarat,Surendranagar,NARESH MAKWANA,Independent,6636,1,6637,0.62,7,Lost
Gujarat,Surendranagar,KOLI PATEL LALJIBHAI CHATURBHAI,Independent,4625,41,4666,0.43,8,Lost
Gujarat,Surendranagar,BHAVANBHAI DEVJIBHAI VORA,Independent,3814,2,3816,0.35,9,Lost
Gujarat,Surendranagar,JARGELA HASANBHAI ABDULBHAI,Independent,3101,9,3110,0.29,10,Lost
Gujarat,Surendranagar,DANIYA ANIRUDDHBHAI GANDABHAI,Independent,3046,1,3047,0.28,11,Lost
Gujarat,Surendranagar,BHATHANIYA FARIDBHAI AMIJIBHAI,Independent,2887,0,2887,0.27,12,Lost
Gujarat,Surendranagar,SAPRA VIPUL R.,Independent,2615,0,2615,0.24,13,Lost
Gujarat,Surendranagar,GOLTAR BHAGVANBHAI MAIYABHAI,Independent,2456,15,2471,0.23,14,Lost
Gujarat,Surendranagar,PATEL BALDEVBHAI JIVABHAI,Independent,2376,1,2377,0.22,15,Lost
Gujarat,Surendranagar,HANIFBHAI KAYABHAI KATIYA,Independent,2003,1,2004,0.19,16,Lost
Gujarat,Surendranagar,THAKOR JAGUJI KUNVARJI URFE J.K. THAKOR,Vyavastha Parivartan Party,1453,22,1475,0.14,17,Lost
Gujarat,Surendranagar,DEKAVADIYA DARJIBHAI MAGANBHAI (PATIDAR),Hindusthan Nirman Dal,1419,14,1433,0.13,18,Lost
Gujarat,Surendranagar,KOLI RAMESHBHAI VIRSANGBHAI VAGHELA,Independent,1421,9,1430,0.13,19,Lost
Gujarat,Surendranagar,BHUPATBHAI LALJIBHAI SOLANKI,Independent,1329,21,1350,0.13,20,Lost
Gujarat,Surendranagar,SALIMBHAI SHAHBUDINBHAI PATHAN,Independent,1153,0,1153,0.11,21,Lost
Gujarat,Surendranagar,KARIMBHAI ADAMBHAI URFE BABABHAI,Independent,1120,14,1134,0.11,22,Lost
Gujarat,Surendranagar,KALUBHAI MALUBHAI VADALIYA,Independent,1131,2,1133,0.11,23,Lost
Gujarat,Surendranagar,RATHOD ASHOKBHAI VITTHALBHAI,Independent,1058,3,1061,0.1,24,Lost
Gujarat,Surendranagar,SARDARKHAN MALEK,Independent,993,0,993,0.09,25,Lost
Gujarat,Surendranagar,BHANJIBHAI SHEKHAVA,Independent,971,11,982,0.09,26,Lost
Gujarat,Surendranagar,RATHOD ANANDBHAI PACHANBHAI,Independent,897,4,901,0.08,27,Lost
Gujarat,Surendranagar,KAMABHAI PETHABHAI MAKWANA,Independent,876,15,891,0.08,28,Lost
Gujarat,Surendranagar,OGHADBHAI SAGARAMBHAI MER,Independent,814,3,817,0.08,29,Lost
Gujarat,Surendranagar,MAKWANA DALPATBHAI LAGHARBHAI,Independent,743,3,746,0.07,30,Lost
Gujarat,Surendranagar,VAGHELA PRAKASHBHAI BACHUBHAI,Independent,694,3,697,0.06,31,Lost
Gujarat,Surendranagar,VAGHELA DAHYABHAI KHENGARBHAI,Independent,633,2,635,0.06,32,Lost
Gujarat,Vadodara,RANJANBEN BHATT,Bharatiya Janata Party,880905,2814,883719,72.3,1,Won
Gujarat,Vadodara,PRASHANT PATEL (TIKO),Indian National Congress,293080,1462,294542,24.1,2,Lost
Gujarat,Vadodara,NOTA,None of the Above,16901,98,16999,1.39,3,Lost
Gujarat,Vadodara,ROHIT MADHUSUDAN MOHANBHAI,Bahujan Samaj Party,7429,29,7458,0.61,4,Lost
Gujarat,Vadodara,SINDHI MAHEBUBKHAN YUSUFKHAN (VAKIL),Independent,4454,3,4457,0.36,5,Lost
Gujarat,Vadodara,GOHIL RINKU,Yuva Jan Jagriti Party,3805,6,3811,0.31,6,Lost
Gujarat,Vadodara,DR. RAHUL VASUDEVBHAI VYAS,Independent,3457,0,3457,0.28,7,Lost
Gujarat,Vadodara,LION DR. YASINALI POLRA,New All India Congress Party,1791,4,1795,0.15,8,Lost
Gujarat,Vadodara,PATEL KALIDAS (KALIDAS M. PATEL ALIAS NAPOLEON),Independent,1429,2,1431,0.12,9,Lost
Gujarat,Vadodara,JAT SUBHAS SINGH BRIJLAL,All India Hindustan Congress Party,1093,4,1097,0.09,10,Lost
Gujarat,Vadodara,NIMESH PATEL (KAMROL),Independent,947,16,963,0.08,11,Lost
Gujarat,Vadodara,TAPAN DASGUPTA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),888,1,889,0.07,12,Lost
Gujarat,Vadodara,MOHSIMMIYA (SAIYAD MOHSIN BAPU),Bahujan Mukti Party,871,1,872,0.07,13,Lost
Gujarat,Vadodara,SANTOSH S. SOLANKI,Bhartiya Manavadhikaar Federal Party,856,2,858,0.07,14,Lost
Gujarat,Valsad,Dr.K.C.PATEL,Bharatiya Janata Party,770442,1538,771980,61.25,1,Won
Gujarat,Valsad,CHAUDHARI JITUBHAI HARJIBHAI,Indian National Congress,416310,1873,418183,33.18,2,Lost
Gujarat,Valsad,NOTA,None of the Above,19264,43,19307,1.53,3,Lost
Gujarat,Valsad,KISHORBHAI RAMANBHAI PATEL (Rajubhai),Bahujan Samaj Party,15344,15,15359,1.22,4,Lost
Gujarat,Valsad,PATEL PANKAJBHAI LALLUBHAI,Bhartiya Tribal Party,9488,48,9536,0.76,5,Lost
Gujarat,Valsad,PATEL UMESHBHAI MAGANBHAI,Independent,7460,1,7461,0.59,6,Lost
Gujarat,Valsad,PATEL NARESHBHAI BABUBHAI,Sardar Vallabhbhai Patel Party,7173,5,7178,0.57,7,Lost
Gujarat,Valsad,GANVIT JAYENDRABHAI LAXMANBHAI,Independent,5817,2,5819,0.46,8,Lost
Gujarat,Valsad,GAURANGBHAI RAMESHBHAI PATEL,Independent,2983,14,2997,0.24,9,Lost
Gujarat,Valsad,BABUBHAI CHHAGANBHAI TALAVIYA,Bahujan Mukti Party,2557,0,2557,0.2,10,Lost
Haryana,Ambala,RATTAN LAL KATARIA,Bharatiya Janata Party,744438,2070,746508,56.72,1,Won
Haryana,Ambala,SELJA,Indian National Congress,403678,485,404163,30.71,2,Lost
Haryana,Ambala,NARESH KUMAR,Bahujan Samaj Party,96205,91,96296,7.32,3,Lost
Haryana,Ambala,RAM PAL,Indian National Lok Dal,19518,57,19575,1.49,4,Lost
Haryana,Ambala,PRITHVI RAJ,Aam Aadmi Party,12260,42,12302,0.93,5,Lost
Haryana,Ambala,NOTA,None of the Above,7914,29,7943,0.6,6,Lost
Haryana,Ambala,ARUN KUMAR,Communist Party of India,7540,23,7563,0.57,7,Lost
Haryana,Ambala,RANJEET SINGH,Independent,3740,2,3742,0.28,8,Lost
Haryana,Ambala,BETA MAM CHAND RATTUWALA,Independent,3265,5,3270,0.25,9,Lost
Haryana,Ambala,JATINDER SINGH,Independent,2619,18,2637,0.2,10,Lost
Haryana,Ambala,Anil Kumar,Republican Party of India (A),2123,5,2128,0.16,11,Lost
Haryana,Ambala,RATTAN LAL,Independent,1892,2,1894,0.14,12,Lost
Haryana,Ambala,SURAJ KUMAR,Bahujan Mukti Party,1842,0,1842,0.14,13,Lost
Haryana,Ambala,SURAJ BHAN,Independent,1575,1,1576,0.12,14,Lost
Haryana,Ambala,RAJENDER KUMAR BHATLI,Bhartiya Shakti Chetna Party,1161,1,1162,0.09,15,Lost
Haryana,Ambala,SURAJ BHAN NARWAL,Pragatishil Samajwadi Party (Lohia),1072,0,1072,0.08,16,Lost
Haryana,Ambala,VARUN KUMAR JAGLAN,Peoples Party of India (Democratic),948,1,949,0.07,17,Lost
Haryana,Ambala,SANDEEP SINGH,Aapki Apni Party (Peoples),885,9,894,0.07,18,Lost
Haryana,Ambala,PURAN CHAND,Rashtriya Lokswaraj Party,719,0,719,0.05,19,Lost
Haryana,Bhiwani-Mahendragarh,Dharambir Singh S/o Bhale Ram,Bharatiya Janata Party,725725,10974,736699,63.45,1,Won
Haryana,Bhiwani-Mahendragarh,Shruti Choudhry,Indian National Congress,290463,1773,292236,25.17,2,Lost
Haryana,Bhiwani-Mahendragarh,Swati Yadav,Jannayak Janta Party,84236,720,84956,7.32,3,Lost
Haryana,Bhiwani-Mahendragarh,Ramesh Rao Pilot,Loktanter Suraksha Party,20170,64,20234,1.74,4,Lost
Haryana,Bhiwani-Mahendragarh,Balwan Singh,Indian National Lok Dal,7964,101,8065,0.69,5,Lost
Haryana,Bhiwani-Mahendragarh,Lalit,Independent,2933,5,2938,0.25,6,Lost
Haryana,Bhiwani-Mahendragarh,Vinod Kumar,Independent,2652,1,2653,0.23,7,Lost
Haryana,Bhiwani-Mahendragarh,NOTA,None of the Above,1966,75,2041,0.18,8,Lost
Haryana,Bhiwani-Mahendragarh,Mohd Irfan,Bharat Prabhat Party,1566,35,1601,0.14,9,Lost
Haryana,Bhiwani-Mahendragarh,Rajnish Kumar,Independent,1395,2,1397,0.12,10,Lost
Haryana,Bhiwani-Mahendragarh,Dharambir Singh S/0 Fateh Singh,Independent,1250,10,1260,0.11,11,Lost
Haryana,Bhiwani-Mahendragarh,Comrade Om Parkash,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1079,14,1093,0.09,12,Lost
Haryana,Bhiwani-Mahendragarh,Bhai Surender Dhanak,Bhartiya Janraj Party,791,149,940,0.08,13,Lost
Haryana,Bhiwani-Mahendragarh,Sudhir Kumar,Independent,879,4,883,0.08,14,Lost
Haryana,Bhiwani-Mahendragarh,Jagat Singh,Independent,728,4,732,0.06,15,Lost
Haryana,Bhiwani-Mahendragarh,Ram Kishan,Independent,621,4,625,0.05,16,Lost
Haryana,Bhiwani-Mahendragarh,Suresh Chand,Independent,585,2,587,0.05,17,Lost
Haryana,Bhiwani-Mahendragarh,Satya Pal,Independent,501,4,505,0.04,18,Lost
Haryana,Bhiwani-Mahendragarh,Salesh Kumar,Pragatishil Samajwadi Party (Lohia),466,14,480,0.04,19,Lost
Haryana,Bhiwani-Mahendragarh,Kundan Kumar,Republican Party of India,439,4,443,0.04,20,Lost
Haryana,Bhiwani-Mahendragarh,Satbir,Aapki Apni Party (Peoples),425,8,433,0.04,21,Lost
Haryana,Bhiwani-Mahendragarh,Happy Singh,Independent,306,8,314,0.03,22,Lost
Haryana,Faridabad,KRISHAN PAL,Bharatiya Janata Party,910787,2435,913222,68.8,1,Won
Haryana,Faridabad,AVTAR SINGH BHADANA,Indian National Congress,274755,228,274983,20.72,2,Lost
Haryana,Faridabad,MANDHIR MAAN,Bahujan Samaj Party,86694,58,86752,6.54,3,Lost
Haryana,Faridabad,MAHENDER SINGH CHAUHAN,Indian National Lok Dal,12035,35,12070,0.91,4,Lost
Haryana,Faridabad,PANDIT NAVEEN JAIHIND,Aam Aadmi Party,11076,36,11112,0.84,5,Lost
Haryana,Faridabad,NOTA,None of the Above,4973,13,4986,0.38,6,Lost
Haryana,Faridabad,LEKHRAM DABANG,Bahujan Mukti Party,4773,0,4773,0.36,7,Lost
Haryana,Faridabad,SHYAMVIR,Rashtriya Lokswaraj Party,3960,1,3961,0.3,8,Lost
Haryana,Faridabad,VIJENDERA KASANA,Bhartiya Kisan Party,2687,1,2688,0.2,9,Lost
Haryana,Faridabad,SAHIRAM RAWAT,Voters Party,2024,0,2024,0.15,10,Lost
Haryana,Faridabad,HARI CHAND,Peoples Party of India (Democratic),1369,1,1370,0.1,11,Lost
Haryana,Faridabad,RUBY,Hind Congress Party,1190,2,1192,0.09,12,Lost
Haryana,Faridabad,RAMKISHAN GOLA,All India Forward Bloc,1131,0,1131,0.09,13,Lost
Haryana,Faridabad,SANJAY MAURYA,Independent,801,1,802,0.06,14,Lost
Haryana,Faridabad,Adv. HARI SHANKAR RAJVANS,Adim Bhartiya Dal,715,1,716,0.05,15,Lost
Haryana,Faridabad,Dr K P SINGH,Independent,661,2,663,0.05,16,Lost
Haryana,Faridabad,MUKESH KUMAR SINGH,Lokpriya Samaj Party,478,0,478,0.04,17,Lost
Haryana,Faridabad,MAHESH PRATAP SHARMA,Rashtriya Vikas Party,475,2,477,0.04,18,Lost
Haryana,Faridabad,DEEPAK GAUR,AARAKSHAN VIRODHI PARTY,467,4,471,0.04,19,Lost
Haryana,Faridabad,BAUDHACHARYA KHAJAN SINGH GAUTAM,Republican Party of India,462,1,463,0.03,20,Lost
Haryana,Faridabad,RAKESH KUMAR,Aapki Apni Party (Peoples),450,1,451,0.03,21,Lost
Haryana,Faridabad,MANOJ CHOUDHARY,Independent,438,1,439,0.03,22,Lost
Haryana,Faridabad,BOBBY KATARIA,Independent,392,1,393,0.03,23,Lost
Haryana,Faridabad,C A SHUKLA,Independent,389,0,389,0.03,24,Lost
Haryana,Faridabad,AMIT SINGH PATEL,Independent,370,1,371,0.03,25,Lost
Haryana,Faridabad,CHAUDHARY DAYACHAND,Bhartiya Shakti Chetna Party,336,3,339,0.03,26,Lost
Haryana,Faridabad,PRADEEP KUMAR,Tola Party,330,0,330,0.02,27,Lost
Haryana,Faridabad,TIKARAM HOODA,Independent,249,0,249,0.02,28,Lost
Haryana,Gurgaon,RAO INDERJIT SINGH,Bharatiya Janata Party,877241,4305,881546,60.94,1,Won
Haryana,Gurgaon,CAPT. AJAY SINGH,Indian National Congress,494733,557,495290,34.24,2,Lost
Haryana,Gurgaon,CHAUDHARY RAIS AHMAD,Bahujan Samaj Party,26706,50,26756,1.85,3,Lost
Haryana,Gurgaon,VIRENDAR RANA,Indian National Lok Dal,9894,17,9911,0.69,4,Lost
Haryana,Gurgaon,DR. MEHMOOD KHAN,Jannayak Janta Party,8963,30,8993,0.62,5,Lost
Haryana,Gurgaon,NOTA,None of the Above,5350,39,5389,0.37,6,Lost
Haryana,Gurgaon,COMRADE SARWAN KUMAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2764,2,2766,0.19,7,Lost
Haryana,Gurgaon,HANS KUMAR,Rashtriya Rashtrawadi Party,1868,0,1868,0.13,8,Lost
Haryana,Gurgaon,CHOWKIDAR ANJAN DEVESHWAR,Independent,1780,3,1783,0.12,9,Lost
Haryana,Gurgaon,SUDESH KUMAR,Independent,1639,6,1645,0.11,10,Lost
Haryana,Gurgaon,RAO INDERJEET,Independent,1327,15,1342,0.09,11,Lost
Haryana,Gurgaon,PAWAN KUMAR,Shivsena,1277,4,1281,0.09,12,Lost
Haryana,Gurgaon,VINOD KUMAR,Aapki Apni Party (Peoples),1201,2,1203,0.08,13,Lost
Haryana,Gurgaon,MAHABIR MEHRA CHHILARKI,Peoples Party of India (Democratic),1056,5,1061,0.07,14,Lost
Haryana,Gurgaon,ADVOCATE PARVEEN YADAV WAZIRABAD,Akhil Bharatiya Jan Sangh,1023,4,1027,0.07,15,Lost
Haryana,Gurgaon,RAMESH CHAND,Bahujan Mukti Party,937,3,940,0.06,16,Lost
Haryana,Gurgaon,COLONEL DHARAM PAL SINGH RAGHAVA,Rashtra Nirman Party,650,8,658,0.05,17,Lost
Haryana,Gurgaon,RAMESH KUMAR,Rashtriya Sahara Party,527,0,527,0.04,18,Lost
Haryana,Gurgaon,DR. ABDUL LATIF (MIYA JI),Voters Party,450,4,454,0.03,19,Lost
Haryana,Gurgaon,KUSHESHWAR BHAGAT,Independent,434,0,434,0.03,20,Lost
Haryana,Gurgaon,AZAD SINGH NANGALIA,Independent,423,0,423,0.03,21,Lost
Haryana,Gurgaon,FOJI JAI KAWAR TYAGI (DIKSHIT),Daksha Party,337,9,346,0.02,22,Lost
Haryana,Gurgaon,JAWAHAR SINGH PAHAL,Bhartiya Shakti Chetna Party,305,4,309,0.02,23,Lost
Haryana,Gurgaon,PAWAN NEHRA,Independent,295,3,298,0.02,24,Lost
Haryana,Gurgaon,VIRENDER,Independent,258,1,259,0.02,25,Lost
Haryana,Hisar,BRIJENDRA SINGH,Bharatiya Janata Party,599951,3338,603289,51.13,1,Won
Haryana,Hisar,DUSHYANT CHAUTALA,Jannayak Janta Party,288425,796,289221,24.51,2,Lost
Haryana,Hisar,BHAVYA BISHNOI,Indian National Congress,183960,409,184369,15.63,3,Lost
Haryana,Hisar,SURINDER SHARMA,Bahujan Samaj Party,45090,100,45190,3.83,4,Lost
Haryana,Hisar,SURESH KOTH,Indian National Lok Dal,9739,22,9761,0.83,5,Lost
Haryana,Hisar,SUKHBIR SINGH,Communist Party of India  (Marxist),9136,14,9150,0.78,6,Lost
Haryana,Hisar,SALEEM DIN,Independent,6337,2,6339,0.54,7,Lost
Haryana,Hisar,DEEPAK,Independent,5867,0,5867,0.5,8,Lost
Haryana,Hisar,KULDEEP BHUKKAL,Independent,5330,4,5334,0.45,9,Lost
Haryana,Hisar,SUDHIR GODARA,Independent,3757,0,3757,0.32,10,Lost
Haryana,Hisar,NOTA,None of the Above,2927,30,2957,0.25,11,Lost
Haryana,Hisar,JAI BHAGWAN,Bahujan Mukti Party,2090,3,2093,0.18,12,Lost
Haryana,Hisar,PAWAN FOUJI,Rashtriya Bhagidari Samaj Party,1769,8,1777,0.15,13,Lost
Haryana,Hisar,DARA SINGH,Bhartiya Janraj Party,1248,21,1269,0.11,14,Lost
Haryana,Hisar,ATAM PARKASH,Independent,1207,0,1207,0.1,15,Lost
Haryana,Hisar,ANOOP MEHTA,Independent,997,1,998,0.08,16,Lost
Haryana,Hisar,MANGE RAM VERMA,Independent,991,2,993,0.08,17,Lost
Haryana,Hisar,PYARELAL CHOHAN ADVOCATE,Independent,930,0,930,0.08,18,Lost
Haryana,Hisar,VIKAS GODARA,Rashtriya Lokswaraj Party,891,2,893,0.08,19,Lost
Haryana,Hisar,BAJRANG VATS,Independent,803,5,808,0.07,20,Lost
Haryana,Hisar,KAKA SAHIL THAKRAL,Sapaks Party,770,0,770,0.07,21,Lost
Haryana,Hisar,PARDEEP KUMAR,Independent,521,1,522,0.04,22,Lost
Haryana,Hisar,SANDEEP,Bharat Prabhat Party,516,5,521,0.04,23,Lost
Haryana,Hisar,SUMIT KUMAR,Independent,492,1,493,0.04,24,Lost
Haryana,Hisar,SHAMSHER SINGH,Independent,485,0,485,0.04,25,Lost
Haryana,Hisar,BIJENDER,Independent,455,4,459,0.04,26,Lost
Haryana,Hisar,SHASHI BHARAT BHUSHAN,Pragatishil Samajwadi Party (Lohia),416,1,417,0.04,27,Lost
Haryana,Karnal,Sanjay Bhatia,Bharatiya Janata Party,909432,2162,911594,70.08,1,Won
Haryana,Karnal,Kuldip Sharma,Indian National Congress,255163,289,255452,19.64,2,Lost
Haryana,Karnal,Pankaj,Bahujan Samaj Party,67091,92,67183,5.17,3,Lost
Haryana,Karnal,Krishan Kumar Aggarwal,Aam Aadmi Party,22042,42,22084,1.7,4,Lost
Haryana,Karnal,Dharmvir Padha,Indian National Lok Dal,15748,49,15797,1.21,5,Lost
Haryana,Karnal,Parmod Sharma,Independent,6287,4,6291,0.48,6,Lost
Haryana,Karnal,NOTA,None of the Above,5439,24,5463,0.42,7,Lost
Haryana,Karnal,Vicky Chinalya,Samajik Nyaya Party,3316,2,3318,0.26,8,Lost
Haryana,Karnal,Ankur,Aapki Apni Party (Peoples),2785,4,2789,0.21,9,Lost
Haryana,Karnal,Naresh Kumar,Pragatishil Samajwadi Party (Lohia),2337,3,2340,0.18,10,Lost
Haryana,Karnal,Kitab Singh,Peoples Party of India (Democratic),2117,1,2118,0.16,11,Lost
Haryana,Karnal,Dinesh Sharma,Shivsena,1723,8,1731,0.13,12,Lost
Haryana,Karnal,Anil Kumar,Jai Jawan Jai Kisan Party,1235,8,1243,0.1,13,Lost
Haryana,Karnal,Jagdish,Independent,1184,2,1186,0.09,14,Lost
Haryana,Karnal,Ishwar Sharma,Rashtriya Lokswaraj Party,808,0,808,0.06,15,Lost
Haryana,Karnal,Tilak Raj,Rashtriya Garib Dal,774,0,774,0.06,16,Lost
Haryana,Karnal,Ishwar Chand Salwan,Aadarsh Janata Sewa Party,545,6,551,0.04,17,Lost
Haryana,Kurukshetra,NAYAB SINGH,Bharatiya Janata Party,686588,2041,688629,55.98,1,Won
Haryana,Kurukshetra,NIRMAL SINGH,Indian National Congress,303722,316,304038,24.71,2,Lost
Haryana,Kurukshetra,SHASHI,Bahujan Samaj Party,75533,92,75625,6.15,3,Lost
Haryana,Kurukshetra,JAI BHAGWAN SHARMA (DD),Jannayak Janta Party,68437,76,68513,5.57,4,Lost
Haryana,Kurukshetra,ARJUN SINGH CHAUTALA,Indian National Lok Dal,60574,105,60679,4.93,5,Lost
Haryana,Kurukshetra,ASHWINI SHARMA HRITTWAL,Independent,4611,0,4611,0.37,6,Lost
Haryana,Kurukshetra,NOTA,None of the Above,3165,33,3198,0.26,7,Lost
Haryana,Kurukshetra,Sandeep Singh,Independent,3088,26,3114,0.25,8,Lost
Haryana,Kurukshetra,CS KANWALJIT SINGH,Independent,2804,7,2811,0.23,9,Lost
Haryana,Kurukshetra,BALVEER SINGH,Independent,2448,1,2449,0.2,10,Lost
Haryana,Kurukshetra,SUMER CHAND,Peoples Party of India (Democratic),2313,0,2313,0.19,11,Lost
Haryana,Kurukshetra,ANIL YOGI UPADHYAY,Independent,1939,1,1940,0.16,12,Lost
Haryana,Kurukshetra,RAMESH CHANDER KHATKAR,Independent,1466,1,1467,0.12,13,Lost
Haryana,Kurukshetra,JAI PARKASH SHARMA,Independent,1343,1,1344,0.11,14,Lost
Haryana,Kurukshetra,VIKRAM SINGH,Bhartiya Shakti Chetna Party,1175,11,1186,0.1,15,Lost
Haryana,Kurukshetra,RAMESHWAR (FOJI),Independent,1125,4,1129,0.09,16,Lost
Haryana,Kurukshetra,SUBHASH CHAND BEDI,Pragatishil Samajwadi Party (Lohia),1087,4,1091,0.09,17,Lost
Haryana,Kurukshetra,JYOTI HIBANA,Navnirman Party,974,11,985,0.08,18,Lost
Haryana,Kurukshetra,SACHIN GABA,Independent,919,2,921,0.07,19,Lost
Haryana,Kurukshetra,ROSHAN LAL MUWAL,Independent,886,2,888,0.07,20,Lost
