state/ut,PC,candidate_name,party,evm_votes,postal_votes,total_votes,Rank,Status
Uttar Pradesh,Domariyaganj,DR. SATYENDRA  NATH PANDEY,AAMJP,9371,0,9371,12,Lost
Uttar Pradesh,Domariyaganj,SANTRAM,BRABSVP,3238,0,3238,13,Lost
Uttar Pradesh,Domariyaganj,KALI RAM,Independent,4939,0,4939,14,Lost
Uttar Pradesh,Domariyaganj,DIWAKAR PRASAD,Independent,5123,0,5123,15,Lost
Uttar Pradesh,Domariyaganj,MUKESH NARAYAN SHUKLA URF GYANESH NARAYAN SHUKLA,Independent,10952,0,10952,16,Lost
Uttar Pradesh,Domariyaganj,RAM UGRAH,Independent,7762,0,7762,17,Lost
Uttar Pradesh,Domariyaganj,None of the Above,NOTA,6776,0,6776,18,Lost
Uttar Pradesh,Basti,AMBIKA SINGH,Indian National Congress,27673,0,27673,1,Won
Uttar Pradesh,Basti,"BRIJ KISHOR SINGH ""DIMPAL""",Samajwadi Party,324114,4,324118,2,Lost
Uttar Pradesh,Basti,RAM PRASAD CHAUDHARY,Bahujan Samaj Party,283745,2,283747,3,Lost
Uttar Pradesh,Basti,HARISH CHANDRA  ALIAS  HARISH DWIVEDI,Bharatiya Janata Party,357673,7,357680,4,Lost
Uttar Pradesh,Basti,ANAND RAJPAL,Aam Aadmi Party,8407,0,8407,5,Lost
Uttar Pradesh,Basti,PURUSHOTTAM PANDEY,Peace Party,8172,0,8172,6,Lost
Uttar Pradesh,Basti,BHAGWANDAS,BSP(K),3532,0,3532,7,Lost
Uttar Pradesh,Basti,RAM KARAN ALIAS R.K. GAUTAM,Bahujan Mukti Party,2803,0,2803,8,Lost
Uttar Pradesh,Basti,SHIVPOOJAN RAJBHAR,Suheldev Bhartiya Samaj Party,7063,0,7063,9,Lost
Uttar Pradesh,Basti,SITA RAM,Jan Parishad,2240,0,2240,10,Lost
Uttar Pradesh,Basti,ARUN KUMAR,Independent,3587,0,3587,11,Lost
Uttar Pradesh,Basti,KRISHNA  KUMAR UPADHYAY ADVOCATE,Independent,4823,0,4823,12,Lost
Uttar Pradesh,Basti,RAM SHANKAR GUPTA,Independent,4521,0,4521,13,Lost
Uttar Pradesh,Basti,None of the Above,NOTA,10168,0,10168,14,Lost
Uttar Pradesh,Sant Kabir Nagar,BHAL CHANDRA YADAV,Samajwadi Party,240167,2,240169,1,Won
Uttar Pradesh,Sant Kabir Nagar,BHISM SHANKAR ALIAS KUSHAL TIWARI,Bahujan Samaj Party,250910,4,250914,2,Lost
Uttar Pradesh,Sant Kabir Nagar,ROHIT KUMAR PANDEY,Indian National Congress,22029,0,22029,3,Lost
Uttar Pradesh,Sant Kabir Nagar,SHARAD TRIPATHI,Bharatiya Janata Party,348884,8,348892,4,Lost
Uttar Pradesh,Sant Kabir Nagar,AFTAB ALAM KHAN,Aam Aadmi Party,7457,1,7458,5,Lost
Uttar Pradesh,Sant Kabir Nagar,JANTRI LAL CHAUHAN,Jan Parishad,2439,0,2439,6,Lost
Uttar Pradesh,Sant Kabir Nagar,JYOTI SINGH,BSP(K),1884,0,1884,7,Lost
Uttar Pradesh,Sant Kabir Nagar,PREM PRAKASH,IPP,2155,0,2155,8,Lost
Uttar Pradesh,Sant Kabir Nagar,SANT SIROMANI BABOOLAL YADAV MAHARAJ JI,Suheldev Bhartiya Samaj Party,3900,0,3900,9,Lost
Uttar Pradesh,Sant Kabir Nagar,MOHAMMAD ALI,People's Party of India,4082,0,4082,10,Lost
Uttar Pradesh,Sant Kabir Nagar,RAVIKANT,MBCOI,1721,0,1721,11,Lost
Uttar Pradesh,Sant Kabir Nagar,RAJMANI,Bahujan Mukti Party,5036,0,5036,12,Lost
Uttar Pradesh,Sant Kabir Nagar,RAJARAM,Peace Party,69193,0,69193,13,Lost
Uttar Pradesh,Sant Kabir Nagar,RAJENDRA KUMAR,Rashtriya Janwadi Party (Krantikari),2278,0,2278,14,Lost
Uttar Pradesh,Sant Kabir Nagar,LOTAN URF LAUTAN PRASAD,Sanyukt Samajwadi Dal,3618,0,3618,15,Lost
Uttar Pradesh,Sant Kabir Nagar,SHABBEER HUSEN,jhspt,8993,0,8993,16,Lost
Uttar Pradesh,Sant Kabir Nagar,APARNA,Independent,11046,0,11046,17,Lost
Uttar Pradesh,Sant Kabir Nagar,AMIT,Independent,2796,0,2796,18,Lost
Uttar Pradesh,Sant Kabir Nagar,KRIPANARAYAN RAI,Independent,1215,0,1215,19,Lost
Uttar Pradesh,Sant Kabir Nagar,KAILASH NATH BELDAR,Independent,3181,0,3181,20,Lost
Uttar Pradesh,Sant Kabir Nagar,JAIYANTRI PRASAD,Independent,1335,0,1335,21,Lost
Uttar Pradesh,Sant Kabir Nagar,MOHAMMAD IRFAN,Independent,2164,0,2164,22,Lost
Uttar Pradesh,Sant Kabir Nagar,SHAYAM LAL,Independent,1477,0,1477,23,Lost
Uttar Pradesh,Sant Kabir Nagar,SUBODH CHANDRA,Independent,3061,0,3061,24,Lost
Uttar Pradesh,Sant Kabir Nagar,SURENDRA KUMAR CHAUDHARY,Independent,5866,0,5866,25,Lost
Uttar Pradesh,Sant Kabir Nagar,None of the Above,NOTA,4747,0,4747,26,Lost
Uttar Pradesh,Maharajganj,AKHILESH,Samajwadi Party,213973,1,213974,1,Won
Uttar Pradesh,Maharajganj,KASHI NATH SHUKLA,Bahujan Samaj Party,231084,0,231084,2,Lost
Uttar Pradesh,Maharajganj,PANKAJ,Bharatiya Janata Party,471541,1,471542,3,Lost
Uttar Pradesh,Maharajganj,HARSH VARDHAN,Indian National Congress,57193,0,57193,4,Lost
Uttar Pradesh,Maharajganj,ARAT KHARVAR,Bahujan Mukti Party,3752,0,3752,5,Lost
Uttar Pradesh,Maharajganj,KAVILAS,Suheldev Bhartiya Samaj Party,5195,0,5195,6,Lost
Uttar Pradesh,Maharajganj,MUMMATAJ,Peace Party,3582,0,3582,7,Lost
Uttar Pradesh,Maharajganj,MANGAL LAL,Lok Dal,1491,0,1491,8,Lost
Uttar Pradesh,Maharajganj,PASHUPATI NATH GUPTA,Aam Aadmi Party,3196,0,3196,9,Lost
Uttar Pradesh,Maharajganj,RADHEYSHYAM,MBCOI,1961,0,1961,10,Lost
Uttar Pradesh,Maharajganj,RAMSAMUJH,S(J),5001,0,5001,11,Lost
Uttar Pradesh,Maharajganj,VIMLESH TRIPATHI,NAP,2339,0,2339,12,Lost
Uttar Pradesh,Maharajganj,SHIVCHARAN,jhspt,3455,0,3455,13,Lost
Uttar Pradesh,Maharajganj,SHREE AKHILESH KUMAR,ADUP,5422,0,5422,14,Lost
Uttar Pradesh,Maharajganj,AJAYDHAR,Independent,4079,0,4079,15,Lost
Uttar Pradesh,Maharajganj,ANIL KUMAR SHAHANI,Independent,15517,0,15517,16,Lost
Uttar Pradesh,Maharajganj,GOVIND DAS,Independent,4216,0,4216,17,Lost
Uttar Pradesh,Maharajganj,TEJ PRATAP,Independent,6131,0,6131,18,Lost
Uttar Pradesh,Maharajganj,DAYARAM NISHAD,Independent,4210,0,4210,19,Lost
Uttar Pradesh,Maharajganj,DINESH KUMAR,Independent,1671,0,1671,20,Lost
Uttar Pradesh,Maharajganj,DINANATH,Independent,2149,0,2149,21,Lost
Uttar Pradesh,Maharajganj,RAKESH KUMAR GIRI,Independent,2545,0,2545,22,Lost
Uttar Pradesh,Maharajganj,RAKESH KUMAR GUPTA,Independent,1828,0,1828,23,Lost
Uttar Pradesh,Maharajganj,None of the Above,NOTA,4545,0,4545,24,Lost
Uttar Pradesh,Gorakhpur,ASTBHUJA PRASAD TRIPATHI,Indian National Congress,45693,26,45719,1,Won
Uttar Pradesh,Gorakhpur,ADITYANATH,Bharatiya Janata Party,538604,523,539127,2,Lost
Uttar Pradesh,Gorakhpur,RAJMATI NISHAD,Samajwadi Party,226216,128,226344,3,Lost
Uttar Pradesh,Gorakhpur,RAM BHUAL NISHAD,Bahujan Samaj Party,176277,135,176412,4,Lost
Uttar Pradesh,Gorakhpur,INDRA DEO YADAVA,Bhartiya Shakti Chetna Party,2398,0,2398,5,Lost
Uttar Pradesh,Gorakhpur,FAIZ AHAMAD FAIZI,Peace Party,5045,1,5046,6,Lost
Uttar Pradesh,Gorakhpur,MUNNA,Swarajya Party Of India,4024,0,4024,7,Lost
Uttar Pradesh,Gorakhpur,RAJIT MISHRA,NAP,1170,1,1171,8,Lost
Uttar Pradesh,Gorakhpur,RAJESH,Communist Party of India (Marxist-Lenninist) (Liberation),1872,1,1873,9,Lost
Uttar Pradesh,Gorakhpur,RADHE MOHAN MISRA,Aam Aadmi Party,11844,29,11873,10,Lost
Uttar Pradesh,Gorakhpur,MOHD. WASEEM KHAN,Bahujan Mukti Party,2013,3,2016,11,Lost
Uttar Pradesh,Gorakhpur,SUBASH KUMAR MAURYA,Rashtriya Janwadi Party (Krantikari),2122,1,2123,12,Lost
Uttar Pradesh,Gorakhpur,ACHHE LAL GUPTA,Independent,5338,1,5339,13,Lost
Uttar Pradesh,Gorakhpur,ASHOK,Independent,4194,0,4194,14,Lost
Uttar Pradesh,Gorakhpur,RAMKISHUN,Independent,4387,0,4387,15,Lost
Uttar Pradesh,Gorakhpur,None of the Above,NOTA,8149,4,8153,16,Lost
Uttar Pradesh,Kushi Nagar,KUNWAR RATANJIT PRATAP NARAIN SINGH,Indian National Congress,284378,133,284511,1,Won
Uttar Pradesh,Kushi Nagar,RAJESH PANDEY URF GUDDU,Bharatiya Janata Party,369917,134,370051,2,Lost
Uttar Pradesh,Kushi Nagar,RADHE SHYAM SINGH,Samajwadi Party,111218,38,111256,3,Lost
Uttar Pradesh,Kushi Nagar,DR. SANGAM MISHRA,Bahujan Samaj Party,132811,70,132881,4,Lost
Uttar Pradesh,Kushi Nagar,AKHAND,Aam Aadmi Party,3800,2,3802,5,Lost
Uttar Pradesh,Kushi Nagar,AMEERUDDIN,ADUP,3843,0,3843,6,Lost
Uttar Pradesh,Kushi Nagar,ARVIND,S(J),3630,0,3630,7,Lost
Uttar Pradesh,Kushi Nagar,KASHIM ALI,Peace Party,9022,2,9024,8,Lost
Uttar Pradesh,Kushi Nagar,GOBARDHAN PRASAD,Socialist Party (India),1963,0,1963,9,Lost
Uttar Pradesh,Kushi Nagar,JAHID,Suheldev Bhartiya Samaj Party,2677,0,2677,10,Lost
Uttar Pradesh,Kushi Nagar,BACHCHOOLAAL,MBCOI,2145,0,2145,11,Lost
Uttar Pradesh,Kushi Nagar,MARKANDE,Bahujan Mukti Party,4268,2,4270,12,Lost
Uttar Pradesh,Kushi Nagar,RAMDHANEE,DNP,5485,0,5485,13,Lost
Uttar Pradesh,Kushi Nagar,RAMPRATAP,Janata Dal (United),4805,1,4806,14,Lost
Uttar Pradesh,Kushi Nagar,None of the Above,NOTA,10102,0,10102,15,Lost
Uttar Pradesh,Deoria,KALRAJ MISHRA,Bharatiya Janata Party,495861,639,496500,1,Won
Uttar Pradesh,Deoria,NIYAJ AHMAD,Bahujan Samaj Party,230862,252,231114,2,Lost
Uttar Pradesh,Deoria,BALESHWAR YADAV,Samajwadi Party,150687,165,150852,3,Lost
Uttar Pradesh,Deoria,SABHA KUNWAR,Indian National Congress,37713,39,37752,4,Lost
Uttar Pradesh,Deoria,AROON KUMAR TRIPATHI,Aam Aadmi Party,4939,13,4952,5,Lost
Uttar Pradesh,Deoria,AWADH KISHOR NIGAM,ARVP,1153,0,1153,6,Lost
Uttar Pradesh,Deoria,INTZARUL,Bahujan Mukti Party,1831,2,1833,7,Lost
Uttar Pradesh,Deoria,UMESH,Suheldev Bhartiya Samaj Party,4343,0,4343,8,Lost
Uttar Pradesh,Deoria,RAJU,MOP,5405,1,5406,9,Lost
Uttar Pradesh,Deoria,RAM PRAVESH,BED,6408,0,6408,10,Lost
Uttar Pradesh,Deoria,RAM PREET,MBCOI,1905,1,1906,11,Lost
Uttar Pradesh,Deoria,VED PRAKASH MALL,Janata Dal (United),1915,1,1916,12,Lost
Uttar Pradesh,Deoria,SHYAM SUNDAR,Peace Party,5130,0,5130,13,Lost
Uttar Pradesh,Deoria,BARKHA KINNAR,Independent,4123,1,4124,14,Lost
Uttar Pradesh,Deoria,HEMANT KISHOR SRIVASTAVA,Independent,5763,0,5763,15,Lost
Uttar Pradesh,Deoria,None of the Above,NOTA,12405,0,12405,16,Lost
Uttar Pradesh,Bansgaon,KAMLESH PASWAN,Bharatiya Janata Party,417597,362,417959,1,Won
Uttar Pradesh,Bansgaon,GORAKH PRASAD PASWAN,Samajwadi Party,133534,141,133675,2,Lost
Uttar Pradesh,Bansgaon,SADAL PRASAD,Bahujan Samaj Party,228260,183,228443,3,Lost
Uttar Pradesh,Bansgaon,SANJAI KUMAR,Indian National Congress,50648,27,50675,4,Lost
Uttar Pradesh,Bansgaon,ARJUN PRASAD RAW,BaSaP,2896,0,2896,5,Lost
Uttar Pradesh,Bansgaon,CHANDRIKA PRASAD BHARATI,Rashtriya Janwadi Party (Krantikari),1327,0,1327,6,Lost
Uttar Pradesh,Bansgaon,RAMNARESH,ISSP,2963,0,2963,7,Lost
Uttar Pradesh,Bansgaon,RAMNIVAS  PASWAN,Aam Aadmi Party,5229,7,5236,8,Lost
Uttar Pradesh,Bansgaon,RAMPRIT JAKHMEE,Bahujan Mukti Party,3076,4,3080,9,Lost
Uttar Pradesh,Bansgaon,LALCHAND PRASAD JATAV,Ambedkar Samaj Party,9769,0,9769,10,Lost
Uttar Pradesh,Bansgaon,KUNJAWATI,Independent,4346,0,4346,11,Lost
Uttar Pradesh,Bansgaon,SHEO SHANKAR,Independent,4013,0,4013,12,Lost
Uttar Pradesh,Bansgaon,None of the Above,NOTA,13494,1,13495,13,Lost
Uttar Pradesh,Lalganj,NEELAM SONKAR,Bharatiya Janata Party,324004,12,324016,1,Won
Uttar Pradesh,Lalganj,DR. BALIRAM,Bahujan Samaj Party,233961,10,233971,2,Lost
Uttar Pradesh,Lalganj,BALIHARI BABU,Indian National Congress,21832,0,21832,3,Lost
Uttar Pradesh,Lalganj,BECHAI SAROJ,Samajwadi Party,260912,18,260930,4,Lost
Uttar Pradesh,Lalganj,HARIPRASAD SONKAR,Communist Party of India,10523,0,10523,5,Lost
Uttar Pradesh,Lalganj,JIYA LAL,Aam Aadmi Party,5668,0,5668,6,Lost
Uttar Pradesh,Lalganj,DINESH KUMAR,Aa S P,1733,0,1733,7,Lost
Uttar Pradesh,Lalganj,PRADEEP KUMAR,Rashtriya Ulama Council,14368,0,14368,8,Lost
Uttar Pradesh,Lalganj,LAL BAHADUR,Bahujan Mukti Party,1911,0,1911,9,Lost
Uttar Pradesh,Lalganj,SHRIPATI,Quami Ekta Dal,4620,0,4620,10,Lost
Uttar Pradesh,Lalganj,SUKHANAYAN,JSEP,1398,0,1398,11,Lost
Uttar Pradesh,Lalganj,ACHCHHELAL,Independent,4536,0,4536,12,Lost
Uttar Pradesh,Lalganj,AVADHESH,Independent,2129,0,2129,13,Lost
Uttar Pradesh,Lalganj,JANGBAHADUR,Independent,3307,0,3307,14,Lost
Uttar Pradesh,Lalganj,None of the Above,NOTA,7713,0,7713,15,Lost
Uttar Pradesh,Azamgarh,ARVIND KUMAR JAISWAL,Indian National Congress,17947,3,17950,1,Won
Uttar Pradesh,Azamgarh,MULAYAM SINGH YADAV,Samajwadi Party,340084,222,340306,2,Lost
Uttar Pradesh,Azamgarh,RAMAKANT YADAV,Bharatiya Janata Party,276998,104,277102,3,Lost
Uttar Pradesh,Azamgarh,SHAH ALAM ALIAS GUDDU JAMALI,Bahujan Samaj Party,266397,131,266528,4,Lost
Uttar Pradesh,Azamgarh,M. AMIR RASHADI,Rashtriya Ulama Council,13270,1,13271,5,Lost
Uttar Pradesh,Azamgarh,KIRAN SHARAMA,Bhartiya Shakti Chetna Party,1298,0,1298,6,Lost
Uttar Pradesh,Azamgarh,DURG VIJAY YADAV,Bahujan Mukti Party,1566,0,1566,7,Lost
Uttar Pradesh,Azamgarh,PRAKASH CHANDRA,ssrd,2103,0,2103,8,Lost
Uttar Pradesh,Azamgarh,MADAN,All India Trinamool Congress,5207,0,5207,9,Lost
Uttar Pradesh,Azamgarh,RAJDHARI RAJBHAR,MOSP,1695,0,1695,10,Lost
Uttar Pradesh,Azamgarh,RAJESH YADAV,Aam Aadmi Party,3080,2,3082,11,Lost
Uttar Pradesh,Azamgarh,SANJAY KUMAR CHATURVEDI,ISSP,4051,0,4051,12,Lost
Uttar Pradesh,Azamgarh,SANTOSH KUMAR GAUTAM,MwSP,3866,0,3866,13,Lost
Uttar Pradesh,Azamgarh,PRAMOD SINGH,Independent,3752,0,3752,14,Lost
Uttar Pradesh,Azamgarh,RAM SINGH CHAUHAN,Independent,2507,0,2507,15,Lost
Uttar Pradesh,Azamgarh,SHAMSHAD AHMAD,Independent,4875,0,4875,16,Lost
Uttar Pradesh,Azamgarh,SUGRIV CHAUHAN,Independent,1882,0,1882,17,Lost
Uttar Pradesh,Azamgarh,SANJAY CHAUHAN,Independent,3517,0,3517,18,Lost
Uttar Pradesh,Azamgarh,None of the Above,NOTA,5660,0,5660,19,Lost
Uttar Pradesh,Ghosi,ATUL KUMAR SINGH ANJAAN,Communist Party of India,18162,0,18162,1,Won
Uttar Pradesh,Ghosi,DARA SINGH CHAUHAN,Bahujan Samaj Party,233739,43,233782,2,Lost
Uttar Pradesh,Ghosi,RAJEEV KUMAR RAI,Samajwadi Party,165855,32,165887,3,Lost
Uttar Pradesh,Ghosi,RASHTRA KUNWAR SINGH,Indian National Congress,19312,3,19315,4,Lost
Uttar Pradesh,Ghosi,HARINARAYAN RAJBHAR,Bharatiya Janata Party,379739,58,379797,5,Lost
Uttar Pradesh,Ghosi,BADRI NATH YADAV,RaCP,7650,0,7650,6,Lost
Uttar Pradesh,Ghosi,MANISH KUMAR RAI,Aam Aadmi Party,4186,2,4188,7,Lost
Uttar Pradesh,Ghosi,MOKHTAR ANSARI,Quami Ekta Dal,166436,7,166443,8,Lost
Uttar Pradesh,Ghosi,RAVI SHANKAR BHARAT,JaRaP,2543,0,2543,9,Lost
Uttar Pradesh,Ghosi,RAJKUMAR CHAUHAN,Jan Parishad,2246,0,2246,10,Lost
Uttar Pradesh,Ghosi,VIJAY KUMAR UPADHYAY,Rashtriya Krantikari Samajwadi Party,3826,0,3826,11,Lost
Uttar Pradesh,Ghosi,DR. SHAMEEM ABIDI,Peace Party,7581,0,7581,12,Lost
Uttar Pradesh,Ghosi,HARINATH,NAP,1786,0,1786,13,Lost
Uttar Pradesh,Ghosi,HARISH CHANDRA,Rashtriya Janwadi Party (Krantikari),4130,0,4130,14,Lost
Uttar Pradesh,Ghosi,HEMANT KUMAR,BaSaP,2949,0,2949,15,Lost
Uttar Pradesh,Ghosi,DOODHNATH CHAUHAN,Independent,8163,0,8163,16,Lost
Uttar Pradesh,Ghosi,VISHUN DAYAL,Independent,2721,0,2721,17,Lost
Uttar Pradesh,Ghosi,SURYA KUMAR,Independent,4030,0,4030,18,Lost
Uttar Pradesh,Ghosi,None of the Above,NOTA,4457,0,4457,19,Lost
Uttar Pradesh,Salempur,DR.BHOLA PANDEY,Indian National Congress,41839,51,41890,1,Won
Uttar Pradesh,Salempur,RAVINDRA KUSHAWAHA,Bharatiya Janata Party,391636,577,392213,2,Lost
Uttar Pradesh,Salempur,"RAVI SHANKER SINGH""PAPPU""",Bahujan Samaj Party,159580,291,159871,3,Lost
Uttar Pradesh,Salempur,HARIBANSH SAHAI KUSHWAHA,Samajwadi Party,159453,235,159688,4,Lost
Uttar Pradesh,Salempur,ONKAR SINGH,SaSaP,4946,1,4947,5,Lost
Uttar Pradesh,Salempur,OM PRAKASH RAJBHAR,Suheldev Bhartiya Samaj Party,66068,16,66084,6,Lost
Uttar Pradesh,Salempur,CHANDRA PRATAP SINGH,Aam Aadmi Party,4251,12,4263,7,Lost
Uttar Pradesh,Salempur,FIROZ AKHTAR,Rashtriya Ulama Council,1506,1,1507,8,Lost
Uttar Pradesh,Salempur,SHRIRAM CHAUDHARY,Communist Party of India (Marxist-Lenninist) (Liberation),3572,0,3572,9,Lost
Uttar Pradesh,Salempur,DR SANJAY KR. SINGH,Janata Dal (United),1674,1,1675,10,Lost
Uttar Pradesh,Salempur,RAM KRIPAL,Independent,4377,0,4377,11,Lost
Uttar Pradesh,Salempur,SIYARAM DAS,Independent,2709,0,2709,12,Lost
Uttar Pradesh,Salempur,SUSHANT RAJ PATHAK,Independent,3630,1,3631,13,Lost
Uttar Pradesh,Salempur,None of the Above,NOTA,8320,2,8322,14,Lost
Uttar Pradesh,Ballia,NEERAJ SHEKHAR,Samajwadi Party,220089,235,220324,1,Won
Uttar Pradesh,Ballia,BHARAT SINGH,Bharatiya Janata Party,359329,429,359758,2,Lost
Uttar Pradesh,Ballia,VIRENDRA KUMAR PATHAK,Bahujan Samaj Party,141471,213,141684,3,Lost
Uttar Pradesh,Ballia,SUDHA RAI,Indian National Congress,13486,15,13501,4,Lost
Uttar Pradesh,Ballia,AFZAL ANSARI,Quami Ekta Dal,163820,123,163943,5,Lost
Uttar Pradesh,Ballia,AVADHESH VERMA,Bahujan Mukti Party,2527,2,2529,6,Lost
Uttar Pradesh,Ballia,COL(RETD) BHARAT SINGH SHAURYA CHAKRA,Aam Aadmi Party,3289,8,3297,7,Lost
Uttar Pradesh,Ballia,MANNU YADAV,NAP,980,0,980,8,Lost
Uttar Pradesh,Ballia,RAMJI,Bharatiya Samaj Dal,1096,0,1096,9,Lost
Uttar Pradesh,Ballia,RAMROOP,jhspt,6435,0,6435,10,Lost
Uttar Pradesh,Ballia,SUCHIT GOND,Gondvana Gantantra Party,2505,1,2506,11,Lost
Uttar Pradesh,Ballia,BHOLA NATH,Independent,2814,1,2815,12,Lost
Uttar Pradesh,Ballia,MANISH,Independent,6165,1,6166,13,Lost
Uttar Pradesh,Ballia,MANOJ,Independent,6833,0,6833,14,Lost
Uttar Pradesh,Ballia,SHESHNATH,Independent,3674,0,3674,15,Lost
Uttar Pradesh,Ballia,None of the Above,NOTA,6669,1,6670,16,Lost
Uttar Pradesh,Jaunpur,KRISHNA PRATAP ''''''''K.P.'''''''',Bharatiya Janata Party,366856,293,367149,1,Won
Uttar Pradesh,Jaunpur,PARASNATH YADAV,Samajwadi Party,179834,169,180003,2,Lost
Uttar Pradesh,Jaunpur,RAVI KISHAN,Indian National Congress,42749,10,42759,3,Lost
Uttar Pradesh,Jaunpur,SUBHASH PANDEY,Bahujan Samaj Party,220625,214,220839,4,Lost
Uttar Pradesh,Jaunpur,ANUPATI RAM YADAV,Bahujan Mukti Party,4023,3,4026,5,Lost
Uttar Pradesh,Jaunpur,ARVIND,Suheldev Bhartiya Samaj Party,2204,0,2204,6,Lost
Uttar Pradesh,Jaunpur,GULAB CHAND DUBEY,Shivsena,1751,0,1751,7,Lost
Uttar Pradesh,Jaunpur,PRAMOD KUMAR ALIAS PRAMOD BHAI PATEL,SPP,7206,0,7206,8,Lost
Uttar Pradesh,Jaunpur,PREMCHAND BIND,Pragatisheel Manav Samaj Party,6814,0,6814,9,Lost
Uttar Pradesh,Jaunpur,DR. K. P. YADAV,Aam Aadmi Party,43397,74,43471,10,Lost
Uttar Pradesh,Jaunpur,RAVISHANKAR MAURYA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2607,1,2608,11,Lost
Uttar Pradesh,Jaunpur,RAJESH PRAJAPATI,SaDa,2329,0,2329,12,Lost
Uttar Pradesh,Jaunpur,SHAHABUDDIN,Rashtriya Ulama Council,19633,3,19636,13,Lost
Uttar Pradesh,Jaunpur,SARFARAJ,Peace Party,2063,1,2064,14,Lost
Uttar Pradesh,Jaunpur,ANIL KUMAR SINGH,Independent,2694,0,2694,15,Lost
Uttar Pradesh,Jaunpur,JOGENDRA PRASAD,Independent,7281,0,7281,16,Lost
Uttar Pradesh,Jaunpur,DHANANJAY SINGH,Independent,64093,44,64137,17,Lost
Uttar Pradesh,Jaunpur,YOGISH CHANDRA DUBEY,Independent,2773,0,2773,18,Lost
Uttar Pradesh,Jaunpur,RAVIKANT YADAV,Independent,20819,13,20832,19,Lost
Uttar Pradesh,Jaunpur,VIMAL KUMAR YADAV,Independent,2109,0,2109,20,Lost
Uttar Pradesh,Jaunpur,DR. SANJIVAN BIND,Independent,1863,0,1863,21,Lost
Uttar Pradesh,Jaunpur,None of the Above,NOTA,2594,1,2595,22,Lost
Uttar Pradesh,Machhlishahr,TUFANI,Samajwadi Party,191175,212,191387,1,Won
Uttar Pradesh,Machhlishahr,TUFANI NISHAD,Indian National Congress,36258,17,36275,2,Lost
Uttar Pradesh,Machhlishahr,BHOLANATH ALIAS B.P. SAROJ,Bahujan Samaj Party,265700,355,266055,3,Lost
Uttar Pradesh,Machhlishahr,RAM CHARITRA NISHAD,Bharatiya Janata Party,437723,487,438210,4,Lost
Uttar Pradesh,Machhlishahr,SUBAS CHANDRA,Communist Party of India,18775,2,18777,5,Lost
Uttar Pradesh,Machhlishahr,RAJ ALIAS VIRENDRA KUMAR SONKAR,Aam Aadmi Party,9200,23,9223,6,Lost
Uttar Pradesh,Machhlishahr,RAJESH,Janata Dal (United),1552,0,1552,7,Lost
Uttar Pradesh,Machhlishahr,LALJI,Bhartiya Shakti Chetna Party,1542,1,1543,8,Lost
Uttar Pradesh,Machhlishahr,SIKANDAR,Bahujan Mukti Party,2108,6,2114,9,Lost
Uttar Pradesh,Machhlishahr,SURESH GAUTAM,ARVP,1467,0,1467,10,Lost
Uttar Pradesh,Machhlishahr,HARI,Suheldev Bhartiya Samaj Party,2668,1,2669,11,Lost
Uttar Pradesh,Machhlishahr,OMPRAKASH ALIAS AMBEDKAR,Independent,2706,2,2708,12,Lost
Uttar Pradesh,Machhlishahr,RAJESH SONKAR,Independent,4362,0,4362,13,Lost
Uttar Pradesh,Machhlishahr,SHRAVAN KUMAR PASWAN,Independent,7833,0,7833,14,Lost
Uttar Pradesh,Machhlishahr,HARINATH,Independent,5278,1,5279,15,Lost
Uttar Pradesh,Machhlishahr,None of the Above,NOTA,8446,2,8448,16,Lost
Uttar Pradesh,Ghazipur,KAILASH NATH SINGH YADAV,Bahujan Samaj Party,241542,103,241645,1,Won
Uttar Pradesh,Ghazipur,MO. MAKSUD KHAN,Indian National Congress,18904,4,18908,2,Lost
Uttar Pradesh,Ghazipur,MANOJ SINHA,Bharatiya Janata Party,306791,138,306929,3,Lost
Uttar Pradesh,Ghazipur,SMT SHIVKANYA KUSHWAHA,Samajwadi Party,274337,140,274477,4,Lost
Uttar Pradesh,Ghazipur,ISHWAR DEV,ARVP,4018,1,4019,5,Lost
Uttar Pradesh,Ghazipur,ISHWARI,Communist Party of India (Marxist-Lenninist) (Liberation),6512,0,6512,6,Lost
Uttar Pradesh,Ghazipur,OMKAR CHAUHAN,Jan Parishad,2416,0,2416,7,Lost
Uttar Pradesh,Ghazipur,GUPTESHWAR,Lok Dal,1111,0,1111,8,Lost
Uttar Pradesh,Ghazipur,DEENDAYAL,Pragatisheel Manav Samaj Party,2122,0,2122,9,Lost
Uttar Pradesh,Ghazipur,DHARM YADAV ALIAS D.P.YADAV,Rashtriya Parivartan Dal,59502,8,59510,10,Lost
Uttar Pradesh,Ghazipur,PAPPU,EKSP,3584,1,3585,11,Lost
Uttar Pradesh,Ghazipur,BRIJ BHUSHAN,Aam Aadmi Party,6917,8,6925,12,Lost
Uttar Pradesh,Ghazipur,BHARAT,JRPa,2483,1,2484,13,Lost
Uttar Pradesh,Ghazipur,RAJENDRA NATH RAM,Bahujan Mukti Party,3468,0,3468,14,Lost
Uttar Pradesh,Ghazipur,SATYA DEV YADAV,NAP,6381,0,6381,15,Lost
Uttar Pradesh,Ghazipur,ARUN KUMAR SINGH,Independent,34084,9,34093,16,Lost
Uttar Pradesh,Ghazipur,KUBER,Independent,4889,0,4889,17,Lost
